ID,sample_index,steer_label,motion_status,reviewed,valid_steer
RIGHT2_01,0,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,1,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,2,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,3,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,4,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,5,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,6,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,7,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,8,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,9,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,10,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,11,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,12,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,13,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,14,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,15,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,16,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,17,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,18,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,19,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,20,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,21,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,22,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,23,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,24,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,25,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,26,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,27,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,28,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,29,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,30,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,31,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,32,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,33,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,34,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,35,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,36,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,37,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,38,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,39,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,40,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,41,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,42,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,43,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,44,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,45,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,46,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,47,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,48,UNKNOWN,UNKNOWN,0,0
RIGHT2_01,49,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,0,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,1,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,2,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,3,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,4,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,5,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,6,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,7,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,8,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,9,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,10,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,11,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,12,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,13,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,14,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,15,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,16,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,17,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,18,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,19,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,20,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,21,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,22,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,23,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,24,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,25,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,26,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,27,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,28,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,29,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,30,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,31,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,32,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,33,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,34,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,35,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,36,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,37,UNKNOWN,UNKNOWN,0,0
RIGHT2_02,38,UNKNOWN,UNKNOWN,0,0
