ID,sample_index,steer_label,motion_status,reviewed,valid_steer
REVIEW_001,0,UNKNOWN,STOPPED,1,0
REVIEW_001,1,UNKNOWN,STOPPED,1,0
REVIEW_001,2,UNKNOWN,STOPPED,1,0
REVIEW_001,3,UNKNOWN,STOPPED,1,0
REVIEW_001,4,UNKNOWN,STOPPED,1,0
REVIEW_001,5,UNKNOWN,STOPPED,1,0
REVIEW_001,6,UNKNOWN,STOPPED,1,0
REVIEW_001,7,UNKNOWN,STOPPED,1,0
REVIEW_001,8,UNKNOWN,STOPPED,1,0
REVIEW_001,9,UNKNOWN,STOPPED,1,0
REVIEW_001,10,UNKNOWN,STOPPED,1,0
REVIEW_001,11,UNKNOWN,STOPPED,1,0
REVIEW_001,12,UNKNOWN,STOPPED,1,0
REVIEW_001,13,UNKNOWN,STOPPED,1,0
REVIEW_001,14,UNKNOWN,STOPPED,1,0
REVIEW_001,15,UNKNOWN,STOPPED,1,0
REVIEW_001,16,UNKNOWN,STOPPED,1,0
REVIEW_001,17,UNKNOWN,STOPPED,1,0
REVIEW_001,18,UNKNOWN,STOPPED,1,0
REVIEW_001,19,UNKNOWN,STOPPED,1,0
REVIEW_001,20,UNKNOWN,STOPPED,1,0
REVIEW_001,21,UNKNOWN,STOPPED,1,0
REVIEW_001,22,UNKNOWN,STOPPED,1,0
REVIEW_001,23,UNKNOWN,STOPPED,1,0
REVIEW_001,24,UNKNOWN,STOPPED,1,0
REVIEW_001,25,UNKNOWN,STOPPED,1,0
REVIEW_001,26,UNKNOWN,STOPPED,1,0
REVIEW_001,27,UNKNOWN,STOPPED,1,0
REVIEW_001,28,UNKNOWN,STOPPED,1,0
REVIEW_001,29,UNKNOWN,STOPPED,1,0
REVIEW_001,30,UNKNOWN,STOPPED,1,0
REVIEW_001,31,UNKNOWN,STOPPED,1,0
REVIEW_001,32,UNKNOWN,STOPPED,1,0
REVIEW_001,33,UNKNOWN,STOPPED,1,0
REVIEW_001,34,UNKNOWN,STOPPED,1,0
REVIEW_001,35,UNKNOWN,STOPPED,1,0
REVIEW_001,36,UNKNOWN,STOPPED,1,0
REVIEW_001,37,UNKNOWN,STOPPED,1,0
REVIEW_001,38,UNKNOWN,STOPPED,1,0
REVIEW_001,39,UNKNOWN,STOPPED,1,0
REVIEW_001,40,UNKNOWN,STOPPED,1,0
REVIEW_001,41,UNKNOWN,STOPPED,1,0
REVIEW_001,42,UNKNOWN,STOPPED,1,0
REVIEW_001,43,UNKNOWN,STOPPED,1,0
REVIEW_001,44,UNKNOWN,STOPPED,1,0
REVIEW_001,45,UNKNOWN,STOPPED,1,0
REVIEW_001,46,UNKNOWN,STOPPED,1,0
REVIEW_001,47,UNKNOWN,STOPPED,1,0
REVIEW_001,48,UNKNOWN,STOPPED,1,0
REVIEW_001,49,UNKNOWN,STOPPED,1,0
REVIEW_002,0,UNKNOWN,STOPPED,1,0
REVIEW_002,1,UNKNOWN,STOPPED,1,0
REVIEW_002,2,UNKNOWN,STOPPED,1,0
REVIEW_002,3,UNKNOWN,STOPPED,1,0
REVIEW_002,4,UNKNOWN,STOPPED,1,0
REVIEW_002,5,UNKNOWN,STOPPED,1,0
REVIEW_002,6,UNKNOWN,STOPPED,1,0
REVIEW_002,7,UNKNOWN,STOPPED,1,0
REVIEW_002,8,UNKNOWN,STOPPED,1,0
REVIEW_002,9,UNKNOWN,STOPPED,1,0
REVIEW_002,10,UNKNOWN,STOPPED,1,0
REVIEW_002,11,UNKNOWN,STOPPED,1,0
REVIEW_002,12,UNKNOWN,STOPPED,1,0
REVIEW_002,13,UNKNOWN,STOPPED,1,0
REVIEW_002,14,UNKNOWN,STOPPED,1,0
REVIEW_002,15,UNKNOWN,STOPPED,1,0
REVIEW_002,16,UNKNOWN,STOPPED,1,0
REVIEW_002,17,UNKNOWN,STOPPED,1,0
REVIEW_002,18,UNKNOWN,STOPPED,1,0
REVIEW_002,19,UNKNOWN,STOPPED,1,0
REVIEW_002,20,UNKNOWN,STOPPED,1,0
REVIEW_002,21,UNKNOWN,STOPPED,1,0
REVIEW_002,22,UNKNOWN,STOPPED,1,0
REVIEW_002,23,UNKNOWN,STOPPED,1,0
REVIEW_002,24,UNKNOWN,STOPPED,1,0
REVIEW_002,25,UNKNOWN,STOPPED,1,0
REVIEW_002,26,UNKNOWN,STOPPED,1,0
REVIEW_002,27,UNKNOWN,STOPPED,1,0
REVIEW_002,28,UNKNOWN,STOPPED,1,0
REVIEW_002,29,UNKNOWN,STOPPED,1,0
REVIEW_002,30,UNKNOWN,STOPPED,1,0
REVIEW_002,31,UNKNOWN,STOPPED,1,0
REVIEW_002,32,UNKNOWN,STOPPED,1,0
REVIEW_002,33,UNKNOWN,STOPPED,1,0
REVIEW_002,34,UNKNOWN,STOPPED,1,0
REVIEW_002,35,UNKNOWN,STOPPED,1,0
REVIEW_002,36,UNKNOWN,STOPPED,1,0
REVIEW_002,37,UNKNOWN,STOPPED,1,0
REVIEW_002,38,UNKNOWN,STOPPED,1,0
REVIEW_002,39,UNKNOWN,STOPPED,1,0
REVIEW_002,40,UNKNOWN,STOPPED,1,0
