ID,sample_index,steer_label,motion_status,reviewed,valid_steer
CASE_01,0,RIGHT,MOVING,1,1
CASE_01,1,RIGHT,MOVING,1,1
CASE_01,2,RIGHT,MOVING,1,1
CASE_01,3,RIGHT,MOVING,1,1
CASE_01,4,RIGHT,MOVING,1,1
CASE_01,5,RIGHT,MOVING,1,1
CASE_01,6,RIGHT,MOVING,1,1
CASE_01,7,RIGHT,MOVING,1,1
CASE_01,8,RIGHT,MOVING,1,1
CASE_01,9,RIGHT,MOVING,1,1
CASE_01,10,RIGHT,MOVING,1,1
CASE_01,11,RIGHT,MOVING,1,1
CASE_01,12,RIGHT,MOVING,1,1
CASE_01,13,RIGHT,MOVING,1,1
CASE_01,14,RIGHT,MOVING,1,1
CASE_01,15,RIGHT,MOVING,1,1
CASE_01,16,RIGHT,MOVING,1,1
CASE_01,17,RIGHT,MOVING,1,1
CASE_01,18,RIGHT,MOVING,1,1
CASE_01,19,RIGHT,MOVING,1,1
CASE_01,20,RIGHT,MOVING,1,1
CASE_01,21,RIGHT,MOVING,1,1
CASE_01,22,RIGHT,MOVING,1,1
CASE_01,23,RIGHT,MOVING,1,1
CASE_01,24,RIGHT,MOVING,1,1
CASE_01,25,RIGHT,MOVING,1,1
CASE_01,26,RIGHT,MOVING,1,1
CASE_01,27,RIGHT,MOVING,1,1
CASE_01,28,RIGHT,MOVING,1,1
CASE_01,29,RIGHT,MOVING,1,1
CASE_01,30,RIGHT,MOVING,1,1
CASE_01,31,RIGHT,MOVING,1,1
CASE_01,32,RIGHT,MOVING,1,1
CASE_01,33,RIGHT,MOVING,1,1
CASE_01,34,RIGHT,MOVING,1,1
CASE_01,35,RIGHT,MOVING,1,1
CASE_01,36,RIGHT,MOVING,1,1
CASE_01,37,RIGHT,MOVING,1,1
CASE_01,38,RIGHT,MOVING,1,1
CASE_01,39,RIGHT,MOVING,1,1
CASE_01,40,RIGHT,MOVING,1,1
CASE_01,41,RIGHT,MOVING,1,1
CASE_01,42,RIGHT,MOVING,1,1
CASE_01,43,RIGHT,MOVING,1,1
CASE_01,44,RIGHT,MOVING,1,1
CASE_01,45,RIGHT,MOVING,1,1
CASE_01,46,RIGHT,MOVING,1,1
CASE_01,47,RIGHT,MOVING,1,1
CASE_01,48,RIGHT,MOVING,1,1
CASE_01,49,RIGHT,MOVING,1,1
CASE_02,0,UNKNOWN,MOVING,1,0
CASE_02,1,UNKNOWN,MOVING,1,0
CASE_02,2,UNKNOWN,MOVING,1,0
CASE_02,3,UNKNOWN,MOVING,1,0
CASE_02,4,UNKNOWN,MOVING,1,0
CASE_02,5,UNKNOWN,MOVING,1,0
CASE_02,6,UNKNOWN,MOVING,1,0
CASE_02,7,UNKNOWN,MOVING,1,0
CASE_02,8,UNKNOWN,MOVING,1,0
CASE_02,9,UNKNOWN,MOVING,1,0
CASE_02,10,UNKNOWN,MOVING,1,0
CASE_02,11,UNKNOWN,MOVING,1,0
CASE_02,12,UNKNOWN,MOVING,1,0
CASE_02,13,UNKNOWN,MOVING,1,0
CASE_02,14,UNKNOWN,MOVING,1,0
CASE_02,15,UNKNOWN,MOVING,1,0
CASE_02,16,UNKNOWN,MOVING,1,0
CASE_02,17,UNKNOWN,MOVING,1,0
CASE_02,18,UNKNOWN,MOVING,1,0
CASE_02,19,UNKNOWN,MOVING,1,0
CASE_02,20,UNKNOWN,MOVING,1,0
CASE_02,21,UNKNOWN,MOVING,1,0
CASE_02,22,UNKNOWN,MOVING,1,0
CASE_02,23,UNKNOWN,MOVING,1,0
CASE_02,24,UNKNOWN,MOVING,1,0
CASE_02,25,UNKNOWN,MOVING,1,0
CASE_02,26,UNKNOWN,MOVING,1,0
CASE_02,27,UNKNOWN,MOVING,1,0
CASE_02,28,UNKNOWN,MOVING,1,0
CASE_02,29,UNKNOWN,MOVING,1,0
CASE_02,30,UNKNOWN,MOVING,1,0
CASE_02,31,UNKNOWN,MOVING,1,0
CASE_02,32,UNKNOWN,MOVING,1,0
CASE_02,33,UNKNOWN,MOVING,1,0
CASE_02,34,UNKNOWN,MOVING,1,0
CASE_02,35,UNKNOWN,MOVING,1,0
CASE_02,36,UNKNOWN,MOVING,1,0
CASE_02,37,UNKNOWN,MOVING,1,0
CASE_02,38,UNKNOWN,MOVING,1,0
CASE_02,39,UNKNOWN,MOVING,1,0
CASE_02,40,UNKNOWN,MOVING,1,0
CASE_02,41,UNKNOWN,MOVING,1,0
CASE_02,42,UNKNOWN,MOVING,1,0
CASE_02,43,UNKNOWN,MOVING,1,0
CASE_02,44,UNKNOWN,MOVING,1,0
CASE_02,45,UNKNOWN,MOVING,1,0
CASE_02,46,UNKNOWN,MOVING,1,0
CASE_02,47,UNKNOWN,MOVING,1,0
CASE_02,48,UNKNOWN,MOVING,1,0
CASE_02,49,UNKNOWN,MOVING,1,0
CASE_03,0,UNKNOWN,MOVING,1,0
CASE_03,1,UNKNOWN,MOVING,1,0
CASE_03,2,UNKNOWN,MOVING,1,0
CASE_03,3,UNKNOWN,MOVING,1,0
CASE_03,4,UNKNOWN,MOVING,1,0
CASE_03,5,UNKNOWN,MOVING,1,0
CASE_03,6,UNKNOWN,MOVING,1,0
CASE_03,7,UNKNOWN,MOVING,1,0
CASE_03,8,UNKNOWN,MOVING,1,0
CASE_03,9,UNKNOWN,MOVING,1,0
CASE_03,10,UNKNOWN,MOVING,1,0
CASE_03,11,UNKNOWN,MOVING,1,0
CASE_03,12,UNKNOWN,MOVING,1,0
CASE_03,13,UNKNOWN,MOVING,1,0
CASE_03,14,UNKNOWN,MOVING,1,0
CASE_03,15,UNKNOWN,MOVING,1,0
CASE_03,16,UNKNOWN,MOVING,1,0
CASE_03,17,UNKNOWN,MOVING,1,0
CASE_03,18,UNKNOWN,MOVING,1,0
CASE_03,19,UNKNOWN,MOVING,1,0
CASE_03,20,UNKNOWN,MOVING,1,0
CASE_03,21,UNKNOWN,MOVING,1,0
CASE_03,22,UNKNOWN,MOVING,1,0
CASE_03,23,UNKNOWN,MOVING,1,0
CASE_03,24,UNKNOWN,MOVING,1,0
CASE_03,25,UNKNOWN,MOVING,1,0
CASE_03,26,UNKNOWN,MOVING,1,0
CASE_03,27,UNKNOWN,MOVING,1,0
CASE_03,28,UNKNOWN,MOVING,1,0
CASE_03,29,UNKNOWN,MOVING,1,0
CASE_03,30,UNKNOWN,MOVING,1,0
CASE_03,31,UNKNOWN,MOVING,1,0
CASE_03,32,UNKNOWN,MOVING,1,0
CASE_03,33,UNKNOWN,MOVING,1,0
CASE_03,34,UNKNOWN,MOVING,1,0
CASE_03,35,UNKNOWN,MOVING,1,0
CASE_03,36,UNKNOWN,MOVING,1,0
CASE_03,37,UNKNOWN,MOVING,1,0
CASE_03,38,UNKNOWN,MOVING,1,0
CASE_03,39,UNKNOWN,MOVING,1,0
CASE_03,40,UNKNOWN,MOVING,1,0
CASE_03,41,UNKNOWN,MOVING,1,0
CASE_03,42,UNKNOWN,MOVING,1,0
CASE_03,43,UNKNOWN,MOVING,1,0
CASE_03,44,UNKNOWN,MOVING,1,0
CASE_03,45,UNKNOWN,MOVING,1,0
CASE_03,46,UNKNOWN,MOVING,1,0
CASE_03,47,UNKNOWN,MOVING,1,0
CASE_03,48,UNKNOWN,MOVING,1,0
CASE_03,49,UNKNOWN,MOVING,1,0
CASE_04,0,UNKNOWN,UNKNOWN,0,0
CASE_04,1,UNKNOWN,UNKNOWN,0,0
CASE_04,2,UNKNOWN,UNKNOWN,0,0
CASE_04,3,UNKNOWN,UNKNOWN,0,0
CASE_04,4,UNKNOWN,UNKNOWN,0,0
CASE_04,5,UNKNOWN,UNKNOWN,0,0
CASE_04,6,UNKNOWN,UNKNOWN,0,0
CASE_04,7,UNKNOWN,UNKNOWN,0,0
CASE_04,8,UNKNOWN,UNKNOWN,0,0
CASE_04,9,UNKNOWN,UNKNOWN,0,0
CASE_04,10,UNKNOWN,UNKNOWN,0,0
CASE_04,11,UNKNOWN,UNKNOWN,0,0
CASE_04,12,UNKNOWN,UNKNOWN,0,0
CASE_04,13,UNKNOWN,UNKNOWN,0,0
CASE_04,14,UNKNOWN,UNKNOWN,0,0
CASE_04,15,UNKNOWN,UNKNOWN,0,0
CASE_04,16,UNKNOWN,UNKNOWN,0,0
CASE_04,17,UNKNOWN,UNKNOWN,0,0
CASE_04,18,UNKNOWN,UNKNOWN,0,0
CASE_04,19,UNKNOWN,UNKNOWN,0,0
CASE_04,20,UNKNOWN,UNKNOWN,0,0
CASE_04,21,UNKNOWN,STOPPED,1,0
CASE_04,22,UNKNOWN,STOPPED,1,0
CASE_04,23,UNKNOWN,STOPPED,1,0
CASE_04,24,UNKNOWN,STOPPED,1,0
CASE_04,25,UNKNOWN,STOPPED,1,0
CASE_04,26,UNKNOWN,STOPPED,1,0
CASE_04,27,UNKNOWN,STOPPED,1,0
CASE_04,28,UNKNOWN,STOPPED,1,0
CASE_04,29,UNKNOWN,STOPPED,1,0
CASE_04,30,UNKNOWN,STOPPED,1,0
CASE_04,31,UNKNOWN,STOPPED,1,0
CASE_04,32,UNKNOWN,STOPPED,1,0
CASE_04,33,UNKNOWN,STOPPED,1,0
CASE_04,34,UNKNOWN,STOPPED,1,0
CASE_04,35,UNKNOWN,STOPPED,1,0
CASE_04,36,UNKNOWN,STOPPED,1,0
CASE_04,37,UNKNOWN,STOPPED,1,0
CASE_04,38,UNKNOWN,STOPPED,1,0
CASE_04,39,UNKNOWN,STOPPED,1,0
CASE_04,40,UNKNOWN,STOPPED,1,0
CASE_04,41,UNKNOWN,STOPPED,1,0
CASE_04,42,UNKNOWN,STOPPED,1,0
CASE_04,43,UNKNOWN,STOPPED,1,0
CASE_04,44,UNKNOWN,STOPPED,1,0
CASE_04,45,UNKNOWN,STOPPED,1,0
CASE_04,46,UNKNOWN,STOPPED,1,0
CASE_04,47,UNKNOWN,STOPPED,1,0
CASE_04,48,UNKNOWN,STOPPED,1,0
CASE_04,49,UNKNOWN,STOPPED,1,0
CASE_05,0,UNKNOWN,MOVING,1,0
CASE_05,1,UNKNOWN,MOVING,1,0
CASE_05,2,UNKNOWN,MOVING,1,0
CASE_05,3,UNKNOWN,MOVING,1,0
CASE_05,4,UNKNOWN,MOVING,1,0
CASE_05,5,UNKNOWN,MOVING,1,0
CASE_05,6,UNKNOWN,MOVING,1,0
CASE_05,7,UNKNOWN,MOVING,1,0
CASE_05,8,UNKNOWN,MOVING,1,0
CASE_05,9,UNKNOWN,MOVING,1,0
CASE_05,10,UNKNOWN,MOVING,1,0
CASE_05,11,UNKNOWN,MOVING,1,0
CASE_05,12,UNKNOWN,MOVING,1,0
CASE_05,13,UNKNOWN,MOVING,1,0
CASE_05,14,UNKNOWN,MOVING,1,0
CASE_05,15,UNKNOWN,MOVING,1,0
CASE_05,16,UNKNOWN,MOVING,1,0
CASE_05,17,UNKNOWN,MOVING,1,0
CASE_05,18,UNKNOWN,MOVING,1,0
CASE_05,19,UNKNOWN,MOVING,1,0
CASE_05,20,UNKNOWN,MOVING,1,0
CASE_05,21,UNKNOWN,MOVING,1,0
CASE_05,22,UNKNOWN,MOVING,1,0
CASE_05,23,UNKNOWN,MOVING,1,0
CASE_05,24,UNKNOWN,MOVING,1,0
CASE_05,25,UNKNOWN,MOVING,1,0
CASE_05,26,UNKNOWN,MOVING,1,0
CASE_05,27,UNKNOWN,MOVING,1,0
CASE_05,28,UNKNOWN,MOVING,1,0
CASE_05,29,UNKNOWN,MOVING,1,0
CASE_05,30,UNKNOWN,MOVING,1,0
CASE_05,31,UNKNOWN,MOVING,1,0
CASE_05,32,UNKNOWN,MOVING,1,0
CASE_05,33,UNKNOWN,MOVING,1,0
CASE_05,34,UNKNOWN,MOVING,1,0
CASE_05,35,UNKNOWN,MOVING,1,0
CASE_05,36,UNKNOWN,MOVING,1,0
CASE_05,37,UNKNOWN,MOVING,1,0
CASE_05,38,UNKNOWN,MOVING,1,0
CASE_05,39,UNKNOWN,MOVING,1,0
CASE_05,40,UNKNOWN,MOVING,1,0
CASE_05,41,UNKNOWN,MOVING,1,0
CASE_05,42,UNKNOWN,MOVING,1,0
CASE_05,43,UNKNOWN,MOVING,1,0
CASE_05,44,UNKNOWN,MOVING,1,0
CASE_05,45,UNKNOWN,MOVING,1,0
CASE_05,46,UNKNOWN,MOVING,1,0
CASE_05,47,UNKNOWN,MOVING,1,0
CASE_05,48,UNKNOWN,MOVING,1,0
CASE_05,49,UNKNOWN,MOVING,1,0
